0,0.001953 
1,0.000000 
2,0.000000 
3,0.000000 
4,0.000000 
5,0.000000 
6,0.000000 
7,0.000000 
8,0.000000 
9,0.000000 
10,0.000000 
11,0.000000 
12,0.000000 
13,0.000000 
14,0.000000 
15,0.000005 
16,0.000003 
17,0.000003 
18,0.000003 
19,0.000000 
20,0.000013 
21,0.000013 
22,0.000036 
23,0.000092 
24,0.000145 
25,0.000168 
26,0.000394 
27,0.000420 
28,0.000376 
29,0.000254 
30,0.000206 
31,0.000333 
32,0.000249 
33,0.000336 
34,0.000440 
35,0.000613 
36,0.000671 
37,0.000793 
38,0.001287 
39,0.001539 
40,0.001630 
41,0.001391 
42,0.002462 
43,0.002403 
44,0.002225 
45,0.001775 
46,0.002434 
47,0.002625 
48,0.003759 
49,0.003077 
50,0.005394 
51,0.006368 
52,0.005035 
53,0.005684 
54,0.007825 
55,0.009755 
56,0.006643 
57,0.008303 
58,0.011233 
59,0.012474 
60,0.006795 
61,0.011360 
62,0.008392 
63,0.008113 
64,0.009125 
65,0.008751 
66,0.007815 
67,0.008817 
68,0.008163 
69,0.008443 
70,0.008003 
71,0.008105 
72,0.008090 
73,0.008280 
74,0.007347 
75,0.008870 
76,0.008667 
77,0.009471 
78,0.009056 
79,0.010050 
80,0.009476 
81,0.009939 
82,0.009672 
83,0.010623 
84,0.010971 
85,0.011276 
86,0.011386 
87,0.013110 
88,0.014168 
89,0.012853 
90,0.011286 
91,0.016017 
92,0.012049 
93,0.013102 
94,0.010620 
95,0.013390 
96,0.011943 
97,0.009692 
98,0.010991 
99,0.010424 
100,0.009903 
101,0.008425 
102,0.009610 
103,0.008840 
104,0.009059 
105,0.008237 
106,0.009326 
107,0.008738 
108,0.008560 
109,0.008362 
110,0.008197 
111,0.009046 
112,0.007146 
113,0.007411 
114,0.007599 
115,0.006561 
116,0.005292 
117,0.005676 
118,0.005994 
119,0.005775 
120,0.005984 
121,0.006287 
122,0.006350 
123,0.006513 
124,0.006246 
125,0.005603 
126,0.006310 
127,0.005770 
128,0.004763 
129,0.006111 
130,0.005582 
131,0.004585 
132,0.004555 
133,0.005402 
134,0.005142 
135,0.005142 
136,0.004651 
137,0.005147 
138,0.004690 
139,0.004977 
140,0.004267 
141,0.003906 
142,0.003286 
143,0.003408 
144,0.002792 
145,0.002660 
146,0.002769 
147,0.002225 
148,0.002218 
149,0.002220 
150,0.002182 
151,0.002134 
152,0.002093 
153,0.002154 
154,0.002129 
155,0.001900 
156,0.002098 
157,0.002215 
158,0.002037 
159,0.001790 
160,0.001882 
161,0.001940 
162,0.001742 
163,0.001689 
164,0.001831 
165,0.001859 
166,0.001752 
167,0.001650 
168,0.001831 
169,0.001862 
170,0.001877 
171,0.001882 
172,0.001991 
173,0.002083 
174,0.002065 
175,0.002370 
176,0.002586 
177,0.002309 
178,0.002457 
179,0.002396 
180,0.002731 
181,0.002739 
182,0.002726 
183,0.002843 
184,0.002586 
185,0.002945 
186,0.002813 
187,0.002764 
188,0.002604 
189,0.003072 
190,0.003001 
191,0.003268 
192,0.003199 
193,0.003540 
194,0.003354 
195,0.003181 
196,0.002922 
197,0.003276 
198,0.003113 
199,0.002881 
200,0.002782 
201,0.002413 
202,0.002818 
203,0.002167 
204,0.002240 
205,0.001956 
206,0.002055 
207,0.001808 
208,0.001801 
209,0.001465 
210,0.001775 
211,0.001625 
212,0.001673 
213,0.001417 
214,0.001582 
215,0.001353 
216,0.001490 
217,0.001361 
218,0.001422 
219,0.001236 
220,0.001328 
221,0.001221 
222,0.001053 
223,0.001325 
224,0.001284 
225,0.001165 
226,0.001025 
227,0.001185 
228,0.000936 
229,0.000944 
230,0.000959 
231,0.001005 
232,0.000849 
233,0.000633 
234,0.000710 
235,0.000689 
236,0.000743 
237,0.000626 
238,0.000646 
239,0.000674 
240,0.000593 
241,0.000557 
242,0.000427 
243,0.000404 
244,0.000425 
245,0.000422 
246,0.000333 
247,0.000305 
248,0.000300 
249,0.000300 
250,0.000285 
251,0.000313 
252,0.000231 
253,0.000346 
254,0.000938 
255,0.003179 
